team,season,wins,losses,ortg,drtg,pace,three_par,ts_pct,off_efg,off_tov,orb_pct,def_efg,def_tov,drb_pct,win_pct,payroll
New Orleans Pelicans,2022,36,46,112,113,97.2,0.365,0.557,0.517,12.5,26.9,0.547,13,78.2,0.43902439024390244,135793968
Los Angeles Lakers,2022,33,49,110.3,113.3,100.1,0.388,0.567,0.537,12.8,21.1,0.54,12.2,75.8,0.4024390243902439,164409293
Washington Wizards,2022,35,47,111.1,114.5,97,0.356,0.568,0.532,12.1,20.9,0.529,10.7,76.9,0.4268292682926829,128019790
Indiana Pacers,2022,25,57,112.6,116.1,98,0.395,0.564,0.531,12.7,25.5,0.552,11.9,76.2,0.3048780487804878,138181486
Sacramento Kings,2022,30,52,109.9,115.3,99.8,0.377,0.561,0.525,12.5,21.3,0.551,11.9,76,0.36585365853658536,130457848
Detroit Pistons,2022,23,59,106,113.8,98.4,0.391,0.533,0.494,12.6,23.4,0.541,13.1,75.6,0.2804878048780488,131120355
Orlando Magic,2022,22,60,104.5,112.5,99.2,0.417,0.538,0.503,13,19.8,0.532,11.7,77.2,0.2682926829268293,126786646
Oklahoma City Thunder,2022,24,58,104.6,112.8,98.6,0.419,0.53,0.497,12.5,21.8,0.533,11.8,76.1,0.2926829268292683,82022873
Houston Rockets,2022,20,62,108.4,116.7,100.9,0.448,0.565,0.534,14.5,21.7,0.554,12.3,74.4,0.24390243902439024,132267085
Portland Trail Blazers,2022,27,55,107.8,116.9,98.3,0.422,0.55,0.515,13,22.9,0.559,12.7,76.9,0.32926829268292684,124788473
Boston Celtics,2023,57,25,118,111.5,98.5,0.48,0.6,0.566,12,22.1,0.528,11.3,78.5,0.6951219512195121,178633307
Cleveland Cavaliers,2023,51,31,116.1,110.6,95.7,0.371,0.59,0.556,12.3,23.6,0.535,14.4,76.3,0.6219512195121951,151966241
Philadelphia 76ers,2023,54,28,117.7,113.3,96.9,0.389,0.608,0.563,12.6,21.6,0.541,13,77.2,0.6585365853658537,150496913
Memphis Grizzlies,2023,51,31,115.1,111.2,101.1,0.372,0.57,0.54,11.7,26.5,0.526,13.1,75.9,0.6219512195121951,127139520
Milwaukee Bucks,2023,58,24,115.4,111.9,100.5,0.446,0.583,0.555,12.7,25,0.52,10.4,77.8,0.7073170731707317,182930771
Denver Nuggets,2023,53,29,117.6,114.2,98.1,0.361,0.601,0.573,13.1,24.8,0.543,12.2,76.4,0.6463414634146342,162338665
New York Knicks,2023,47,35,117.8,114.8,97.1,0.4,0.577,0.541,11.4,28.3,0.536,11.4,77.1,0.573170731707317,148987936
Sacramento Kings,2023,48,34,119.4,116.8,100.3,0.423,0.608,0.572,12,22.7,0.563,12.6,77.2,0.5853658536585366,139423615
Phoenix Suns,2023,45,37,115.1,113,98.2,0.362,0.57,0.535,12,26.6,0.532,12.9,76,0.5487804878048781,176042453
New Orleans Pelicans,2023,42,40,114.4,112.5,99.1,0.344,0.582,0.543,12.9,24.7,0.543,13.4,77.4,0.5121951219512195,148360910
Golden State Warriors,2023,44,38,116.1,114.4,101.6,0.479,0.6,0.571,14.1,24.4,0.54,12.3,76,0.5365853658536586,192386134
Toronto Raptors,2023,41,41,115.5,114,97.1,0.351,0.555,0.517,10.3,27.8,0.565,15.3,76.7,0.5,150992313
Chicago Bulls,2023,40,42,113.5,112.2,98.5,0.333,0.587,0.55,12.2,20.1,0.544,13.5,77.8,0.4878048780487805,151964990
Oklahoma City Thunder,2023,40,42,115.2,114.2,101.1,0.369,0.57,0.531,11.2,24.7,0.547,14.4,72.9,0.4878048780487805,148856338
Brooklyn Nets,2023,45,37,115,114.1,98.3,0.397,0.598,0.562,12.7,19.6,0.53,12.2,73.7,0.5487804878048781,159566723
Los Angeles Lakers,2023,43,39,114.5,113.9,101.3,0.351,0.582,0.542,12.3,22.8,0.535,10.9,76.3,0.524390243902439,169391473
Los Angeles Clippers,2023,44,38,115,114.5,98,0.387,0.588,0.551,12.8,22.9,0.543,11.7,76.6,0.5365853658536586,192905421
Atlanta Hawks,2023,41,41,116.6,116.3,100.7,0.331,0.579,0.541,11.2,25.1,0.552,12.4,75.8,0.5,149836313
Dallas Mavericks,2023,38,44,116.8,116.7,96.6,0.487,0.599,0.565,11.4,18,0.549,11.9,75.5,0.4634146341463415,177244238
Minnesota Timberwolves,2023,42,40,113.7,113.8,101,0.381,0.592,0.56,13.6,21.5,0.54,13.3,74.3,0.5121951219512195,145793656
Miami Heat,2023,44,38,113,113.3,96.3,0.408,0.574,0.53,12.4,22.8,0.561,14.5,77.7,0.5365853658536586,151408266
Utah Jazz,2023,37,45,115.8,116.7,100.5,0.421,0.584,0.547,13.3,26.8,0.541,10.9,75.2,0.45121951219512196,148738241
Washington Wizards,2023,35,47,114.4,115.6,98.6,0.365,0.585,0.55,12.7,22.6,0.54,11,76.1,0.4268292682926829,152008934
Orlando Magic,2023,34,48,111.6,114.2,99.3,0.361,0.573,0.532,13.4,23.8,0.55,13.1,77.7,0.4146341463414634,126107324
Indiana Pacers,2023,35,47,114.6,117.7,101.1,0.413,0.581,0.545,13,23.4,0.554,13,72.2,0.4268292682926829,125706114
Portland Trail Blazers,2023,33,49,114.8,118.8,98.6,0.413,0.589,0.549,13.1,22.4,0.563,12.1,74.9,0.4024390243902439,144997250
Charlotte Hornets,2023,27,55,109.2,115.3,100.8,0.36,0.55,0.516,12.3,23.8,0.544,12.5,75.5,0.32926829268292684,125874047
Houston Rockets,2023,22,60,111.4,119.3,99,0.359,0.554,0.516,14,30.2,0.564,11.8,75.8,0.2682926829268293,137579793
Detroit Pistons,2023,17,65,110.7,118.9,99,0.372,0.561,0.52,13.3,24.9,0.557,11.9,74,0.2073170731707317,129153570
San Antonio Spurs,2023,22,60,110.2,120,101.6,0.348,0.554,0.525,13,25.6,0.576,12,74.9,0.2682926829268293,104545376
Boston Celtics,2024,64,18,123.2,111.6,97.2,0.471,0.609,0.578,10.8,24.9,0.523,10.8,76.3,0.7804878048780488,186940921
Oklahoma City Thunder,2024,57,25,119.5,112.1,99.8,0.383,0.608,0.573,11.4,21.1,0.53,13.6,73.8,0.6951219512195121,162515272
Minnesota Timberwolves,2024,56,26,115.6,109,97.1,0.384,0.594,0.559,13,23.2,0.515,12.9,76.9,0.6829268292682927,166434327
Denver Nuggets,2024,57,25,118.5,113,96.8,0.352,0.589,0.562,11.5,25.5,0.526,11.2,75.6,0.6951219512195121,180922992
New York Knicks,2024,50,32,118.2,113.4,95.2,0.404,0.574,0.54,11.9,29.4,0.543,12.3,76.1,0.6097560975609756,164990518
New Orleans Pelicans,2024,49,33,117.4,112.9,97.9,0.373,0.591,0.558,11.8,24.4,0.541,12.9,76.9,0.5975609756097561,167403924
Los Angeles Clippers,2024,51,31,118.8,115.4,97.2,0.383,0.599,0.561,12,24.4,0.541,11.7,74.8,0.6219512195121951,201366679
Philadelphia 76ers,2024,47,35,116.9,113.8,97.5,0.373,0.574,0.532,10.7,24.8,0.537,13.1,74.3,0.573170731707317,166271894
Phoenix Suns,2024,49,33,117.6,114.6,98.3,0.378,0.603,0.565,13.4,25,0.536,11.3,75.6,0.5975609756097561,193838882
Indiana Pacers,2024,47,35,121,118,101.7,0.38,0.606,0.578,11.3,23.8,0.556,12.1,74.1,0.573170731707317,148722330
Golden State Warriors,2024,46,36,117.8,115.2,99.2,0.425,0.586,0.557,12.5,27.5,0.539,11.5,76.1,0.5609756097560976,209354737
Milwaukee Bucks,2024,49,33,118.4,115.8,99.9,0.43,0.601,0.568,11.5,21.8,0.539,10.6,77.2,0.5975609756097561,187346674
Cleveland Cavaliers,2024,48,34,115.2,112.7,97.2,0.422,0.586,0.557,12.4,23.2,0.535,12.3,76.9,0.5853658536585366,166874287
Dallas Mavericks,2024,50,32,117.6,115.4,100.1,0.441,0.592,0.562,11.2,22.2,0.548,12.1,75.2,0.6097560975609756,167755884
Orlando Magic,2024,47,35,113.4,111.3,96.9,0.369,0.577,0.541,13.3,25.3,0.543,13.8,78.1,0.573170731707317,132643598
Miami Heat,2024,46,36,114,112.2,96.2,0.394,0.578,0.538,11.7,21.8,0.543,12.7,78.1,0.5609756097560976,177143542
Sacramento Kings,2024,46,36,116.9,115.2,98.8,0.432,0.582,0.556,11.6,24.5,0.555,12.5,78.4,0.5609756097560976,153564021
Houston Rockets,2024,41,41,114.5,113.4,99,0.397,0.565,0.529,11.2,25.1,0.533,12.2,76,0.5,149356730
Los Angeles Lakers,2024,47,35,115.9,115.3,100.9,0.358,0.601,0.566,12.5,19.9,0.55,11.7,76.2,0.573170731707317,169876920
Chicago Bulls,2024,39,43,114.9,116.3,96.3,0.358,0.568,0.534,11,25.1,0.556,12.7,76.4,0.47560975609756095,165630436
Atlanta Hawks,2024,36,46,117.2,119.4,100.1,0.408,0.576,0.539,11.6,27.1,0.572,12.4,75.2,0.43902439024390244,159153393
Brooklyn Nets,2024,32,50,113.2,116.1,96.9,0.412,0.561,0.531,11.8,25.2,0.543,11.4,76,0.3902439024390244,155015136
Utah Jazz,2024,31,51,115.5,120.4,99.5,0.406,0.579,0.539,13.6,28.1,0.567,10.9,75.2,0.3780487804878049,133738448
San Antonio Spurs,2024,22,60,110,116.4,101.1,0.401,0.563,0.532,13.2,22.9,0.555,11.7,76.4,0.2682926829268293,142867770
Toronto Raptors,2024,25,57,112.3,118.8,99.4,0.369,0.566,0.535,12.4,24.2,0.566,12.2,73.9,0.3048780487804878,163054678
Memphis Grizzlies,2024,27,55,107.2,114.3,98.2,0.428,0.543,0.509,13.4,23.8,0.551,13.5,74.8,0.32926829268292684,162649524
Detroit Pistons,2024,14,68,109.7,118.8,99.8,0.36,0.562,0.526,13.5,23.9,0.558,11.1,77.3,0.17073170731707318,139233014
Washington Wizards,2024,15,67,110.5,119.6,102.7,0.389,0.567,0.538,12.2,20,0.562,12,72.5,0.18292682926829268,150856313
Portland Trail Blazers,2024,21,61,108.3,117.5,97.2,0.37,0.539,0.503,13.4,27.5,0.558,12.8,74,0.25609756097560976,165263993
Charlotte Hornets,2024,21,61,109.3,119.8,97.3,0.391,0.56,0.529,12.6,21.1,0.572,12.3,74.5,0.25609756097560976,140774484
